Fulfil Customer Shipments Fulfil Customer Shipment Number,Fulfil Customer Shipments Create Time,Fulfil Customer Shipments Assigned Time,Fulfil Customer Shipments Picking Started Time,Fulfil Customer Shipments Picked Time,Fulfil Customer Shipments Weight,Fulfil Customer Shipments Shipped Time
CS115368,2022-07-20 8:27:54,2022-07-20 9:41:39,2022-07-20 9:42:56,2022-07-20 9:43:00,200,2022-07-20 15:34:57
CS115367,2022-07-20 8:27:28,2022-07-20 9:22:30,2022-07-20 9:22:41,2022-07-20 9:22:45,4.25,2022-07-20 9:53:39
CS115366,2022-07-20 8:26:29,2022-07-20 8:29:54,2022-07-20 11:33:47,2022-07-20 11:36:59,78,2022-07-20 13:49:21
CS115363,2022-07-20 8:14:54,2022-07-20 8:16:45,2022-07-20 11:48:26,2022-07-20 12:13:20,734.91,2022-07-20 15:01:35
CS115351,2022-07-20 7:57:30,2022-07-20 7:58:01,2022-07-20 13:19:43,2022-07-20 13:55:13,"1,760.47",2022-07-20 16:24:10
CS115349,2022-07-20 7:48:57,2022-07-20 7:49:00,2022-07-20 8:28:16,2022-07-20 9:31:14,"2,306.20",2022-07-20 15:04:37
CS115347,2022-07-20 7:42:24,2022-07-20 7:42:42,2022-07-20 12:30:11,2022-07-20 12:32:11,277,2022-07-20 15:07:53
CS115346,2022-07-20 7:27:22,2022-07-20 10:58:49,2022-07-20 11:21:13,2022-07-20 11:47:58,847,2022-07-20 16:16:18
CS115345,2022-07-20 7:25:12,2022-07-20 7:33:11,2022-07-20 11:19:30,2022-07-20 11:45:34,"2,310",2022-07-20 16:02:36
CS115344,2022-07-20 7:21:00,2022-07-20 7:33:11,2022-07-20 12:40:31,2022-07-20 12:47:53,53.4,2022-07-20 18:10:45
CS115343,2022-07-20 7:20:40,2022-07-20 9:34:07,2022-07-20 9:34:12,2022-07-20 9:34:15,25,2022-07-20 15:10:00
CS115342,2022-07-20 7:20:17,2022-07-20 7:33:11,2022-07-20 12:13:43,2022-07-20 12:24:59,356,2022-07-20 14:03:27
CS115340,2022-07-20 7:14:58,2022-07-20 7:56:33,2022-07-20 7:57:35,2022-07-20 7:57:41,140.4,2022-07-20 8:45:04
CS115337,2022-07-20 6:38:58,2022-07-20 6:40:39,2022-07-20 10:30:51,2022-07-20 10:50:36,120.9,2022-07-20 15:23:41
CS115336,2022-07-20 6:33:59,2022-07-20 7:37:54,2022-07-20 7:37:57,2022-07-20 7:37:58,139.8,
CS115335,2022-07-20 6:33:56,2022-07-20 6:40:37,2022-07-20 10:52:00,2022-07-20 11:10:06,103.8,2022-07-20 15:54:14
CS115334,2022-07-20 6:06:01,2022-07-20 8:41:31,2022-07-20 8:42:27,2022-07-20 8:42:29,10,2022-07-20 14:44:29
CS115333,2022-07-20 5:59:00,2022-07-20 5:59:15,2022-07-21 7:45:54,2022-07-21 7:52:36,"1,980",2022-07-21 14:05:06
CS115332,2022-07-20 5:44:18,2022-07-20 5:58:17,2022-07-21 9:20:18,2022-07-21 10:17:57,"1,788.27",2022-07-21 17:14:19
CS115331,2022-07-20 5:40:47,2022-07-20 5:47:14,2022-07-20 22:14:01,2022-07-20 22:14:04,459.36,2022-07-21 9:21:20
CS115330,2022-07-20 5:40:25,2022-07-20 5:47:14,2022-07-20 10:13:10,2022-07-20 10:47:14,"2,317.34",2022-07-20 18:01:22
CS115329,2022-07-20 5:34:48,2022-07-20 5:47:37,2022-07-20 12:08:37,2022-07-20 12:33:02,428.73,2022-07-20 14:34:22
CS115328,2022-07-19 23:54:06,2022-07-19 23:56:43,2022-07-20 10:50:04,2022-07-20 11:04:49,825.75,2022-07-20 16:21:28
CS115327,2022-07-19 23:25:46,2022-07-19 23:29:09,2022-07-20 12:37:31,2022-07-20 12:43:23,17.8,2022-07-20 16:37:29
CS115326,2022-07-19 22:52:48,2022-07-20 11:56:37,2022-07-20 11:58:25,2022-07-20 11:58:28,7.85,2022-07-20 14:45:17
CS115325,2022-07-19 22:52:38,2022-07-19 23:10:10,2022-07-19 23:27:18,2022-07-19 23:27:21,246,2022-07-20 8:44:03
CS115322,2022-07-19 22:11:26,2022-07-19 22:12:11,2022-07-20 10:51:51,2022-07-20 11:18:18,104,2022-07-20 14:45:15
CS115321,2022-07-19 21:19:12,2022-07-19 21:22:56,2022-07-20 11:42:53,2022-07-20 12:55:27,"1,932",2022-07-20 16:39:12
CS115320,2022-07-19 21:10:06,2022-07-20 10:25:56,2022-07-20 10:26:08,2022-07-20 10:26:11,3,2022-07-21 8:30:26
CS115319,2022-07-19 21:09:59,2022-07-19 21:10:09,2022-07-20 17:32:12,2022-07-20 18:05:06,"2,999.76",2022-07-21 8:30:29
CS115318,2022-07-19 21:00:07,2022-07-19 21:06:30,2022-07-20 14:08:46,2022-07-20 14:28:17,267,2022-07-21 8:25:36
CS115317,2022-07-19 20:54:35,2022-07-19 20:55:18,2022-07-20 10:45:31,2022-07-20 11:08:50,455.71,2022-07-20 16:15:39
CS115316,2022-07-19 20:48:06,2022-07-20 8:40:59,2022-07-20 8:41:01,2022-07-20 8:41:03,220,2022-07-20 11:50:58
CS115315,2022-07-19 20:48:02,2022-07-19 20:48:09,2022-07-20 10:51:01,2022-07-20 11:20:31,"1,207.15",2022-07-20 16:11:28
CS115308,2022-07-19 20:08:24,2022-07-19 20:09:37,2022-07-20 9:31:45,2022-07-20 10:13:24,"2,876",2022-07-20 14:39:25
CS115305,2022-07-19 19:36:37,2022-07-19 19:46:13,2022-07-20 10:08:52,2022-07-20 12:17:13,442.4,2022-07-20 16:00:40
CS115302,2022-07-19 19:08:54,2022-07-19 19:08:58,2022-07-20 9:45:06,2022-07-20 10:02:22,339.62,2022-07-20 12:37:28
CS115301,2022-07-19 18:57:54,2022-07-19 18:58:15,2022-07-19 20:18:56,2022-07-19 20:19:00,"7,392",2022-07-20 12:32:50
CS115297,2022-07-19 18:21:18,2022-07-20 8:13:53,2022-07-20 8:14:05,2022-07-20 8:14:10,130.32,2022-07-20 14:18:35
CS115296,2022-07-19 18:21:15,2022-07-19 18:21:21,2022-07-20 8:29:18,2022-07-20 8:48:20,195.6,2022-07-20 14:18:37
CS115294,2022-07-19 18:08:57,2022-07-19 18:11:26,2022-07-20 8:29:10,2022-07-20 8:48:15,166.4,2022-07-20 15:15:39
CS115287,2022-07-19 17:58:51,2022-07-19 19:53:11,2022-07-19 19:53:15,2022-07-19 19:53:17,10,2022-07-20 13:45:44
CS115286,2022-07-19 17:58:36,2022-07-19 18:02:04,2022-07-20 8:14:13,2022-07-20 8:38:50,3.5,2022-07-20 13:45:40
CS115285,2022-07-19 17:56:04,2022-07-21 8:07:49,2022-07-21 8:08:13,2022-07-21 8:08:16,0,
CS115284,2022-07-19 17:55:58,2022-07-19 18:02:05,2022-07-20 9:06:00,2022-07-20 10:01:39,853.75,2022-07-21 13:46:43
CS115283,2022-07-19 17:47:54,2022-07-19 17:47:57,2022-07-19 19:54:10,2022-07-19 19:54:15,162.75,
CS115282,2022-07-19 17:46:44,2022-07-19 17:47:31,2022-07-20 9:32:20,2022-07-20 9:44:55,441,2022-07-20 12:58:06
CS115281,2022-07-19 17:44:49,2022-07-20 8:15:37,2022-07-20 8:15:38,2022-07-20 8:15:41,20,2022-07-21 11:20:34
CS115280,2022-07-19 17:44:41,2022-07-19 18:06:22,2022-07-19 23:02:35,2022-07-19 23:02:36,"8,869.97",2022-07-21 11:20:32
CS115279,2022-07-19 17:44:19,2022-07-19 17:44:27,2022-07-19 20:12:21,2022-07-19 20:46:44,"1,188",2022-07-20 13:37:50
CS115278,2022-07-19 17:39:26,2022-07-19 17:44:13,2022-07-20 10:50:12,2022-07-20 12:56:14,831.93,2022-07-20 15:54:33
CS115276,2022-07-19 17:33:43,2022-07-19 19:51:11,2022-07-19 19:51:18,2022-07-19 19:51:19,52.39,2022-07-20 11:19:55
CS115275,2022-07-19 17:33:39,2022-07-19 17:33:46,2022-07-20 8:46:53,2022-07-20 9:11:04,149.36,2022-07-20 13:02:41
CS115274,2022-07-19 17:26:00,2022-07-19 17:28:58,2022-07-20 8:51:13,2022-07-20 10:47:46,924.63,2022-07-20 14:37:39
CS115272,2022-07-19 17:16:25,2022-07-20 8:45:41,2022-07-20 10:16:49,2022-07-20 11:29:57,"2,400",2022-07-20 14:07:51
CS115271,2022-07-19 17:16:02,2022-07-19 17:16:05,2022-07-20 11:09:10,2022-07-20 11:36:38,0,2022-07-20 16:46:24
CS115270,2022-07-19 17:07:47,2022-07-19 17:12:31,2022-07-20 9:46:50,2022-07-20 10:03:32,349.2,2022-07-20 13:52:12
CS115269,2022-07-19 17:06:39,2022-07-19 17:12:23,2022-07-20 8:39:01,2022-07-20 8:46:26,54.24,2022-07-20 13:02:22
CS115262,2022-07-19 16:51:59,2022-07-19 16:52:03,2022-07-20 7:55:47,2022-07-20 8:27:50,278.4,2022-07-20 15:14:56
CS115261,2022-07-19 16:50:27,2022-07-19 16:50:46,2022-07-20 7:50:13,2022-07-20 8:11:03,168,2022-07-20 15:14:04
CS115260,2022-07-19 16:50:01,2022-07-19 16:57:21,2022-07-20 8:15:47,2022-07-20 8:40:46,356,2022-07-20 11:08:44
CS115259,2022-07-19 16:44:29,2022-07-19 19:32:59,2022-07-19 19:33:06,2022-07-19 19:33:08,2.96,2022-07-20 12:39:17
CS115258,2022-07-19 16:44:24,2022-07-19 16:54:27,2022-07-20 7:45:47,2022-07-20 8:00:33,61.68,2022-07-20 12:39:15
CS115257,2022-07-19 16:41:41,2022-07-20 8:13:10,2022-07-20 8:13:17,2022-07-20 8:13:23,195.48,2022-07-20 11:25:16
CS115256,2022-07-19 16:41:32,2022-07-20 7:48:59,2022-07-20 8:13:11,2022-07-20 9:30:42,"2,563.94",2022-07-20 14:04:04
CS115255,2022-07-19 16:40:35,2022-07-19 19:33:28,2022-07-19 19:33:35,2022-07-19 19:33:36,530,2022-07-20 12:51:47
CS115254,2022-07-19 16:40:33,2022-07-19 16:41:13,2022-07-20 7:27:26,2022-07-20 7:49:38,"1,350",2022-07-20 12:51:56
CS115253,2022-07-19 16:38:37,2022-07-19 16:38:40,2022-07-20 7:25:58,2022-07-20 7:35:19,4.73,2022-07-20 15:14:37
CS115252,2022-07-19 16:38:12,2022-07-19 19:31:51,2022-07-19 19:32:16,2022-07-19 19:32:20,3.8,2022-07-20 10:12:34
CS115251,2022-07-19 16:38:07,2022-07-19 16:38:16,2022-07-20 8:00:19,2022-07-20 8:00:21,4.68,2022-07-20 14:00:13
CS115250,2022-07-19 16:36:38,2022-07-19 16:40:20,2022-07-19 19:15:35,2022-07-19 19:15:37,70.08,2022-07-20 9:47:11
CS115248,2022-07-19 16:29:40,2022-07-19 19:30:50,2022-07-19 19:31:01,2022-07-19 19:31:03,17.26,2022-07-20 10:49:39
CS115247,2022-07-19 16:29:09,2022-07-19 16:29:41,2022-07-20 7:25:46,2022-07-20 7:25:49,9.4,2022-07-20 14:34:54
CS115246,2022-07-19 16:29:02,2022-07-19 16:29:08,2022-07-20 8:16:16,2022-07-20 9:05:25,345.72,2022-07-20 12:05:38
CS115239,2022-07-19 16:13:54,2022-07-19 16:13:57,2022-07-19 16:22:01,2022-07-20 5:58:27,60,
CS115233,2022-07-19 16:05:38,2022-07-19 16:05:43,2022-07-19 16:06:06,2022-07-19 18:40:44,205,2022-07-20 10:17:41
CS115232,2022-07-19 16:02:18,2022-07-19 16:02:24,2022-07-19 20:50:27,2022-07-19 21:22:33,"3,456",2022-07-20 13:45:00
CS115231,2022-07-19 16:01:44,2022-07-19 16:01:55,2022-07-19 20:27:29,2022-07-19 20:47:17,"3,456",2022-07-20 13:37:47
CS115230,2022-07-19 16:01:21,2022-07-19 16:01:23,2022-07-19 17:59:50,2022-07-19 18:17:50,"3,696",2022-07-20 13:37:58
CS115229,2022-07-19 16:00:44,2022-07-19 16:00:47,2022-07-19 18:42:50,2022-07-19 21:23:50,"3,696",2022-07-20 13:37:39
CS115228,2022-07-19 15:56:09,2022-07-19 15:56:18,2022-07-20 7:53:14,2022-07-20 8:10:22,726,2022-07-20 13:44:13
CS115223,2022-07-19 15:40:52,2022-07-19 19:15:14,2022-07-19 19:15:16,2022-07-19 19:15:17,10,2022-07-20 11:29:33
CS115222,2022-07-19 15:40:43,2022-07-19 15:41:10,2022-07-20 7:36:06,2022-07-20 8:13:39,"2,080",2022-07-20 15:16:00
CS115219,2022-07-19 15:35:11,2022-07-19 15:35:23,2022-07-19 17:17:33,2022-07-19 17:17:35,686,2022-07-20 12:46:44
CS115217,2022-07-19 15:28:05,2022-07-19 15:28:15,2022-07-20 5:27:54,2022-07-20 7:26:12,"1,037.54",2022-07-20 12:56:30
CS115215,2022-07-19 15:24:50,2022-07-19 17:14:00,2022-07-19 17:14:46,2022-07-19 17:15:09,13,2022-07-20 12:29:52
CS115214,2022-07-19 15:24:44,2022-07-19 15:24:58,2022-07-20 5:32:47,2022-07-20 7:44:09,16.39,2022-07-20 15:13:14
CS115212,2022-07-19 15:22:56,2022-07-19 15:24:56,2022-07-20 14:22:13,2022-07-20 14:33:08,48,2022-07-21 6:29:37
CS115206,2022-07-19 15:13:38,2022-07-19 15:16:00,2022-07-20 5:27:19,2022-07-20 6:35:02,"1,501.95",2022-07-20 12:40:16
CS115202,2022-07-19 15:08:27,2022-07-19 18:45:56,2022-07-19 18:46:02,2022-07-19 18:46:05,10,2022-07-20 10:39:36
CS115201,2022-07-19 15:08:19,2022-07-19 15:08:28,2022-07-20 5:33:45,2022-07-20 7:18:13,0,2022-07-20 14:50:44
CS115197,2022-07-19 15:02:42,2022-07-19 15:05:33,2022-07-20 5:29:26,2022-07-20 8:05:02,123.44,2022-07-20 15:13:40
CS115196,2022-07-19 15:00:29,2022-07-19 15:05:32,2022-07-20 2:14:35,2022-07-20 2:14:37,244.2,2022-07-20 9:20:05
CS115195,2022-07-19 15:00:02,2022-07-20 6:12:26,2022-07-20 6:35:48,2022-07-20 7:10:43,"1,629",2022-07-20 12:51:43
CS115193,2022-07-19 14:58:30,2022-07-19 15:03:05,2022-07-20 2:14:02,2022-07-20 2:14:06,392,2022-07-20 12:44:44
CS115186,2022-07-19 14:37:45,2022-07-19 14:40:03,2022-07-20 5:00:42,2022-07-20 7:34:04,"3,594.76",2022-07-20 13:08:38
CS115185,2022-07-19 14:37:20,2022-07-19 14:40:03,2022-07-20 2:15:09,2022-07-20 2:15:11,71.2,2022-07-20 12:02:18
CS115182,2022-07-19 14:25:14,2022-07-19 14:25:31,2022-07-19 23:33:54,2022-07-19 23:33:56,318.56,2022-07-20 11:17:46
CS115181,2022-07-19 14:24:20,2022-07-19 14:24:23,2022-07-20 5:32:16,2022-07-20 8:28:45,67.35,2022-07-20 12:08:13
CS115180,2022-07-19 14:23:57,2022-07-19 14:24:02,2022-07-20 2:13:17,2022-07-20 2:13:25,"1,020",2022-07-20 13:06:09
CS115179,2022-07-19 14:21:32,2022-07-19 14:21:35,2022-07-19 23:33:20,2022-07-19 23:33:21,666.4,2022-07-20 13:19:48
CS115178,2022-07-19 14:21:04,2022-07-19 14:21:07,2022-07-19 20:10:07,2022-07-19 20:44:55,"2,244",2022-07-20 9:09:05
CS115176,2022-07-19 14:20:08,2022-07-19 14:21:30,2022-07-19 23:16:27,2022-07-19 23:16:30,"1,228.46",2022-07-20 10:36:30
CS115175,2022-07-19 14:19:34,2022-07-19 14:21:30,2022-07-19 23:28:35,2022-07-19 23:28:42,"2,483.74",2022-07-20 12:06:45
CS115174,2022-07-19 14:19:27,2022-07-19 14:21:30,2022-07-19 23:38:08,2022-07-19 23:38:10,93.2,2022-07-20 11:57:32
CS115173,2022-07-19 14:18:04,2022-07-19 14:18:07,2022-07-19 23:39:06,2022-07-19 23:39:08,19.47,2022-07-20 10:50:16
CS115171,2022-07-19 14:15:34,2022-07-19 14:15:38,2022-07-19 16:50:42,2022-07-19 16:59:29,"2,508",2022-07-20 15:17:35
CS115170,2022-07-19 14:14:55,2022-07-19 14:15:05,2022-07-19 16:43:49,2022-07-19 16:55:03,"3,696",2022-07-20 9:10:03
CS115169,2022-07-19 14:14:34,2022-07-19 14:14:41,2022-07-19 16:59:48,2022-07-19 21:23:37,"3,696",2022-07-20 9:09:59
CS115168,2022-07-19 14:11:12,2022-07-19 14:14:18,2022-07-19 23:32:50,2022-07-19 23:32:51,"1,784.68",
CS115167,2022-07-19 14:10:13,2022-07-19 14:10:20,2022-07-19 15:39:46,2022-07-19 16:44:29,"3,340",2022-07-20 9:06:08
CS115165,2022-07-19 14:09:27,2022-07-19 14:09:29,2022-07-19 15:06:32,2022-07-19 15:06:47,"3,544",2022-07-20 9:05:33
CS115164,2022-07-19 14:09:13,2022-07-19 18:43:59,2022-07-19 18:44:45,2022-07-19 18:44:51,10.07,2022-07-20 8:54:36
CS115163,2022-07-19 14:06:37,2022-07-19 18:58:10,2022-07-19 20:48:46,2022-07-19 21:11:00,"7,788",2022-07-20 8:12:54
CS115157,2022-07-19 14:03:20,2022-07-19 16:12:50,2022-07-19 16:13:07,2022-07-19 16:13:11,20,2022-07-20 10:32:28
CS115155,2022-07-19 14:01:49,2022-07-19 14:03:05,2022-07-19 23:39:36,2022-07-19 23:39:37,14.28,2022-07-20 11:47:05
CS115154,2022-07-19 14:01:38,2022-07-19 14:03:05,2022-07-20 20:09:29,2022-07-20 21:24:42,"3,180.60",2022-07-21 7:45:16
CS115151,2022-07-19 13:59:03,2022-07-21 7:24:55,2022-07-21 7:24:56,2022-07-21 7:24:57,55,2022-07-22 10:04:52
CS115150,2022-07-19 13:58:44,2022-07-21 15:59:42,2022-07-21 17:02:06,2022-07-21 17:02:09,253.16,2022-07-22 10:19:23
CS115149,2022-07-19 13:53:03,2022-07-19 16:08:30,2022-07-19 16:10:29,2022-07-19 16:10:30,25.52,2022-07-20 9:47:15
CS115148,2022-07-19 13:52:55,2022-07-19 16:36:39,2022-07-19 16:16:22,2022-07-19 16:38:13,6.53,2022-07-20 9:47:13
CS115147,2022-07-19 13:51:59,2022-07-19 13:52:36,2022-07-19 23:17:31,2022-07-19 23:17:32,712,2022-07-20 11:34:37
CS115143,2022-07-19 13:46:06,2022-07-19 13:46:16,2022-07-19 14:13:33,2022-07-19 14:21:18,"1,824",2022-07-19 17:44:03
CS115142,2022-07-19 13:45:36,2022-07-19 13:45:41,2022-07-19 14:08:10,2022-07-19 14:18:47,"2,156",2022-07-19 17:43:43
CS115139,2022-07-19 13:42:40,2022-07-19 13:42:52,2022-07-19 23:34:32,2022-07-19 23:34:35,161.12,2022-07-20 12:18:52
CS115138,2022-07-19 13:40:12,2022-07-19 13:40:18,2022-07-19 23:17:57,2022-07-19 23:18:00,570,2022-07-20 11:03:07
CS115137,2022-07-19 13:38:54,2022-07-19 13:38:56,2022-07-19 14:18:59,2022-07-19 14:40:26,"1,050.20",2022-07-19 17:44:17
CS115136,2022-07-19 13:38:11,2022-07-19 13:38:23,2022-07-19 13:41:43,2022-07-19 14:02:18,"2,616.60",2022-07-19 16:56:00
CS115135,2022-07-19 13:36:45,2022-07-19 13:38:29,2022-07-19 20:11:39,2022-07-19 20:20:23,9.84,2022-07-20 10:27:25
CS115134,2022-07-19 13:35:20,2022-07-19 13:38:28,2022-07-19 23:38:35,2022-07-19 23:38:37,33.43,2022-07-20 10:38:47
CS115133,2022-07-19 13:32:42,2022-07-19 13:38:28,2022-07-19 20:21:26,2022-07-19 20:44:15,3.7,2022-07-20 10:54:55
CS115132,2022-07-19 13:32:38,2022-07-19 15:28:33,2022-07-19 15:28:48,2022-07-19 15:28:57,373.38,2022-07-20 9:57:26
CS115131,2022-07-19 13:32:34,2022-07-19 13:38:28,2022-07-19 18:53:51,2022-07-19 19:08:19,336.06,2022-07-20 9:57:45
CS115130,2022-07-19 13:29:59,2022-07-19 15:29:44,2022-07-19 15:29:54,2022-07-19 15:30:02,29.95,2022-07-20 10:44:49
CS115127,2022-07-19 13:23:34,2022-07-21 16:02:28,2022-07-21 15:10:02,2022-07-21 16:03:07,"16,678.68",
CS115126,2022-07-19 13:23:23,2022-07-21 15:39:16,2022-07-21 15:42:36,2022-07-21 15:42:38,"5,963.64",
CS115125,2022-07-19 13:22:29,2022-07-19 18:47:05,2022-07-19 18:47:17,2022-07-19 18:47:19,15,2022-07-20 11:10:36
CS115123,2022-07-19 13:16:42,2022-07-19 13:16:46,2022-07-19 22:20:18,2022-07-19 22:20:20,155.45,2022-07-20 10:35:44
CS115122,2022-07-19 13:15:40,2022-07-19 13:15:46,2022-07-19 19:21:21,2022-07-19 19:42:47,6.5,2022-07-20 10:27:47
CS115121,2022-07-19 13:14:24,2022-07-19 13:14:25,2022-07-19 14:18:21,2022-07-20 5:58:07,0.57,
CS115120,2022-07-19 13:14:15,2022-07-19 13:15:11,2022-07-19 22:19:54,2022-07-19 22:19:58,285.49,2022-07-20 10:01:20
CS115118,2022-07-19 13:13:04,2022-07-19 15:35:21,2022-07-19 14:41:18,2022-07-19 15:37:05,"6,532.43",2022-07-20 12:46:46
CS115117,2022-07-19 13:09:28,2022-07-19 13:11:57,2022-07-19 22:18:22,2022-07-19 22:18:23,"1,161.20",2022-07-20 9:15:30
CS115114,2022-07-19 13:02:38,2022-07-19 15:20:29,2022-07-19 15:20:38,2022-07-19 15:20:39,40,2022-07-20 10:44:25
CS115108,2022-07-19 12:52:27,2022-07-19 15:23:47,2022-07-19 15:23:54,2022-07-19 15:23:56,1,2022-07-20 13:39:00
CS115107,2022-07-19 12:52:15,2022-07-19 17:44:27,2022-07-19 20:46:06,2022-07-19 21:56:58,"2,942.41",2022-07-20 13:44:43
CS115105,2022-07-19 12:49:28,2022-07-19 12:52:08,2022-07-19 16:52:50,2022-07-19 16:52:54,67,2022-07-20 10:14:29
CS115097,2022-07-19 12:46:11,2022-07-19 12:51:40,2022-07-19 22:17:54,2022-07-19 22:17:56,"1,578.20",2022-07-20 12:51:45
CS115096,2022-07-19 12:45:50,2022-07-19 15:23:18,2022-07-19 15:23:23,2022-07-19 15:23:27,7.29,2022-07-20 10:15:58
CS115095,2022-07-19 12:45:39,2022-07-19 12:55:33,2022-07-19 16:25:11,2022-07-19 16:32:51,6.83,2022-07-20 10:16:01
CS115094,2022-07-19 12:43:03,2022-07-19 13:06:38,2022-07-19 13:06:39,2022-07-19 13:06:40,45,2022-07-20 10:55:16
CS115093,2022-07-19 12:42:46,2022-07-19 12:46:54,2022-07-19 13:07:54,2022-07-19 13:12:28,55,2022-07-20 10:55:19
CS115092,2022-07-19 12:39:56,2022-07-19 12:40:58,2022-07-19 22:19:26,2022-07-19 22:19:28,350.3,2022-07-20 9:53:58
CS115091,2022-07-19 12:39:01,2022-07-19 12:40:58,2022-07-19 22:18:34,2022-07-19 22:18:52,"1,148.96",2022-07-20 10:34:15
CS115086,2022-07-19 12:31:55,2022-07-19 12:32:07,2022-07-19 13:19:07,2022-07-19 13:42:37,355.28,2022-07-20 8:28:30
CS115084,2022-07-19 12:27:59,2022-07-19 16:13:57,2022-07-19 16:22:24,2022-07-19 18:26:13,190.4,2022-07-20 6:57:11
CS115078,2022-07-19 12:21:33,2022-07-19 12:26:21,2022-07-19 20:51:48,2022-07-19 21:02:31,75.56,2022-07-20 9:46:28
CS115076,2022-07-19 12:19:54,2022-07-19 12:20:00,2022-07-19 15:59:37,2022-07-19 16:08:26,106.8,2022-07-20 9:51:08
CS115075,2022-07-19 12:18:27,2022-07-19 12:18:32,2022-07-19 15:47:30,2022-07-19 15:54:20,18,2022-07-20 9:17:49
CS115074,2022-07-19 12:14:06,2022-07-19 12:18:22,2022-07-19 16:44:43,2022-07-19 17:07:34,"1,190.10",2022-07-20 9:25:46
CS115069,2022-07-19 12:06:20,2022-07-19 12:06:22,2022-07-19 12:08:27,2022-07-19 12:19:28,275.25,2022-07-20 11:32:16
CS115068,2022-07-19 12:06:01,2022-07-19 13:14:57,2022-07-19 13:15:07,2022-07-19 13:15:10,26.67,2022-07-20 7:54:57
CS115066,2022-07-19 12:04:47,2022-07-21 11:48:38,2022-07-21 11:48:39,2022-07-21 11:48:40,15.44,2022-07-22 10:20:47